year,make,model,trim,body,transmission,state,condition,odometer,mmr,sellingprice
2013,Mazda,Mazda3,i Sport,Sedan,automatic,mi,37.0,54289.0,9975.0,10200.0
2014,Ford,Fusion,SE,Sedan,automatic,ca,47.0,2569.0,16550.0,17900.0
2012,Dodge,Avenger,SE,Sedan,automatic,ga,37.0,64022.0,8325.0,8601.0
2003,Ford,F-150,XLT,SuperCab,,ga,35.0,159116.0,4725.0,4800.0
2014,Ram,2500,SLT,Crew Cab,automatic,tx,3.0,29367.0,34100.0,33000.0
2006,Chevrolet,Cobalt,LT,Sedan,automatic,ma,34.0,129167.0,2475.0,2900.0
2012,Chevrolet,Malibu,LT,Sedan,automatic,pa,2.0,61557.0,9800.0,8300.0
2007,Mercedes-Benz,E-Class,E63 AMG,Sedan,automatic,ca,29.0,58699.0,19900.0,21250.0
2014,Ford,Explorer,Limited,SUV,automatic,tx,38.0,40966.0,28400.0,27400.0
2013,Lincoln,MKZ,Base,Sedan,automatic,il,37.0,22827.0,24300.0,24700.0
2006,Mercedes-Benz,S-Class,S430,Sedan,automatic,ca,29.0,180014.0,2275.0,3500.0
2006,Chevrolet,Equinox,LS,SUV,automatic,pa,28.0,190930.0,2100.0,2000.0
2011,Toyota,Prius,Three,Hatchback,automatic,ca,35.0,48823.0,12700.0,13700.0
2005,Mercury,Mountaineer,Convenience,SUV,automatic,pa,21.0,157217.0,1600.0,2400.0
2007,Chevrolet,Malibu,LS Fleet,Sedan,automatic,fl,2.0,17158.0,6275.0,2500.0
2005,Chrysler,PT Cruiser,GT,Convertible,automatic,nv,2.0,70898.0,2650.0,3400.0
2014,Ford,F-150,XLT,SuperCrew,automatic,fl,44.0,36107.0,24300.0,24200.0
2014,BMW,3 Series,328i xDrive,Sedan,automatic,nj,49.0,1342.0,36000.0,36500.0
2012,Kia,Soul,Base,Wagon,manual,nj,42.0,22558.0,9625.0,9500.0
2004,Chevrolet,Tahoe,LS,SUV,automatic,md,1.0,130105.0,6775.0,3200.0
2004,Chevrolet,Suburban,1500 LS,SUV,automatic,pa,45.0,57980.0,7775.0,12800.0
2009,Dodge,Grand Caravan,SE,Minivan,automatic,ca,27.0,101683.0,5700.0,5400.0
2012,Toyota,Camry,XLE,sedan,automatic,fl,41.0,38761.0,14550.0,15000.0
2005,Jeep,Grand Cherokee,Limited,SUV,automatic,oh,2.0,145883.0,4500.0,3300.0
2009,Nissan,Maxima,3.5 SV,Sedan,automatic,nc,2.0,76453.0,10650.0,10800.0
2009,Ford,Explorer,XLT,SUV,automatic,az,19.0,80223.0,10050.0,9900.0
2009,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,pa,37.0,68786.0,18550.0,20000.0
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,fl,21.0,72023.0,16650.0,17000.0
2013,Ford,Focus,SE,Hatchback,automatic,mi,38.0,36838.0,11050.0,10700.0
2013,Chevrolet,Spark,2LT,hatchback,automatic,fl,23.0,48923.0,7650.0,7500.0
2012,Honda,Odyssey,EX-L,Minivan,,pa,,42542.0,21600.0,21900.0
2012,Toyota,Camry,LE,sedan,automatic,az,38.0,36234.0,12200.0,12500.0
2012,Volkswagen,Jetta,TDI,Sedan,automatic,ca,29.0,69622.0,12050.0,12250.0
2006,Ford,F-150,FX4,supercab,automatic,nv,27.0,77548.0,11600.0,16000.0
2000,Toyota,Corolla,VE,Sedan,automatic,nj,1.0,89968.0,1950.0,700.0
2014,Ford,Fusion,SE,Sedan,automatic,ca,44.0,33010.0,14850.0,14200.0
2005,Nissan,Sentra,1.8 S,sedan,,ga,22.0,118550.0,2400.0,3000.0
2012,Ford,Explorer,Limited,SUV,automatic,fl,42.0,38174.0,25200.0,27000.0
2014,Toyota,4Runner,SR5,SUV,automatic,pa,4.0,10652.0,31400.0,29650.0
2008,Chevrolet,Colorado,Work Truck,Regular Cab,automatic,tx,36.0,99249.0,4025.0,6200.0
2005,Ford,Focus,ZXW SES,Wagon,,oh,49.0,117203.0,2275.0,3800.0
2012,Honda,Accord,LX,Sedan,automatic,il,38.0,21201.0,13050.0,11900.0
2006,Volkswagen,Jetta,2.5 PZEV,Sedan,automatic,ca,2.0,100109.0,3975.0,3400.0
2009,Chevrolet,Impala,LT,Sedan,automatic,tn,21.0,96579.0,6725.0,6800.0
2012,Toyota,Camry,SE,sedan,automatic,md,37.0,35838.0,13600.0,13500.0
1999,,,,,automatic,ca,42.0,192535.0,2025.0,1700.0
2010,Dodge,Avenger,SXT,Sedan,automatic,fl,24.0,86049.0,6500.0,5500.0
2008,Chevrolet,Malibu,LT,Sedan,automatic,ny,26.0,125204.0,5425.0,5100.0
2014,Lexus,IS 250,Base,Sedan,automatic,fl,45.0,17802.0,30800.0,30400.0
2010,Acura,MDX,Base,SUV,,pa,35.0,44290.0,22700.0,21700.0
2011,Toyota,Camry,XLE,sedan,automatic,ca,47.0,76408.0,11450.0,11600.0
2002,Dodge,Stratus,R/T,coupe,automatic,nj,39.0,115958.0,1125.0,1500.0
2015,Chrysler,200,Limited,Sedan,automatic,in,2.0,73.0,16050.0,6600.0
2013,Chrysler,Town and Country,Touring-L,minivan,automatic,oh,46.0,28932.0,21100.0,21000.0
2006,Dodge,Ram Pickup 1500,SLT,regular cab,automatic,ga,19.0,179095.0,2800.0,3100.0
2014,Jeep,Patriot,Sport,SUV,automatic,fl,37.0,23250.0,12800.0,13100.0
2013,Chevrolet,Cruze,LT Fleet,Sedan,automatic,oh,42.0,33202.0,10750.0,11100.0
2013,Ford,F-150,XLT,SuperCrew,automatic,pa,42.0,10980.0,26700.0,26500.0
2008,Ford,Escape Hybrid,Base,SUV,automatic,ca,42.0,123211.0,5725.0,6400.0
2015,Honda,Accord,EX-L,sedan,automatic,nj,43.0,2602.0,23000.0,22800.0
2014,GMC,Savana Cargo,2500,van,automatic,nc,43.0,5199.0,19800.0,21500.0
2005,Chrysler,Town and Country,Base,Minivan,automatic,nc,19.0,128778.0,2125.0,1200.0
2012,Nissan,Maxima,3.5 S,Sedan,automatic,mo,41.0,27988.0,18200.0,17000.0
2010,Honda,Accord,LX,Sedan,automatic,pa,19.0,52574.0,10300.0,8300.0
2013,Kia,Forte,EX,Sedan,,nj,39.0,36903.0,9775.0,10000.0
2010,,,,,automatic,fl,29.0,165454.0,7275.0,6900.0
2012,Ford,F-350 Super Duty,XLT,Crew Cab,automatic,ga,19.0,147915.0,19100.0,17700.0
2012,Ford,Fusion,SE,Sedan,automatic,ca,3.0,61134.0,9625.0,10200.0
2012,Jeep,Liberty,Sport,SUV,automatic,la,36.0,69065.0,9750.0,10400.0
2015,Ford,Explorer,Limited,SUV,automatic,tx,43.0,18582.0,31400.0,31000.0
2012,Nissan,Altima,2.5 S,sedan,automatic,il,36.0,54905.0,10400.0,9900.0
2013,Ford,Edge,Sport,SUV,automatic,tn,33.0,39327.0,25400.0,25300.0
2014,Toyota,Camry,SE,sedan,automatic,oh,5.0,29842.0,15800.0,16200.0
2008,Ford,Expedition,XLT,SUV,automatic,tx,29.0,138200.0,7575.0,7000.0
2012,Chevrolet,Impala,LS Fleet,Sedan,automatic,tx,43.0,56071.0,9025.0,9500.0
2008,Mercury,Grand Marquis,LS,Sedan,automatic,nc,25.0,99254.0,5725.0,5700.0
2011,Mazda,Mazda3,s Sport,Sedan,automatic,mi,41.0,32373.0,10350.0,11200.0
2014,Subaru,Impreza,2.0i Premium PZEV,Hatchback,automatic,fl,48.0,16630.0,18150.0,17300.0
2013,Volkswagen,Passat,SE PZEV,Sedan,,pa,41.0,34472.0,13400.0,13400.0
2012,Toyota,Avalon,Limited,sedan,automatic,fl,48.0,34552.0,20300.0,21100.0
2008,Chevrolet,Silverado 1500,Work Truck,Crew Cab,automatic,mo,22.0,83561.0,17250.0,18600.0
2011,Ford,Fusion,SE,Sedan,automatic,nc,3.0,79839.0,7950.0,7000.0
2015,Hyundai,Elantra,SE,Sedan,automatic,tx,45.0,21508.0,13100.0,13100.0
2012,Ford,Fiesta,SE,Sedan,automatic,mo,44.0,18188.0,9700.0,10300.0
2012,Volkswagen,Jetta,SE PZEV,sedan,automatic,ca,39.0,30450.0,10050.0,12250.0
2013,Ford,Edge,SE,SUV,automatic,fl,43.0,6232.0,19350.0,19500.0
2013,Hyundai,Genesis,5.0 R-Spec,Sedan,automatic,fl,48.0,29034.0,26900.0,27500.0
2013,Infiniti,M,M37,Sedan,automatic,ca,42.0,8286.0,32700.0,32000.0
2011,Chevrolet,Camaro,LS,Coupe,manual,ga,23.0,27104.0,15650.0,14000.0
2006,Cadillac,Escalade,Base,SUV,automatic,fl,31.0,180033.0,6625.0,8000.0
2006,Volvo,XC90,2.5T,SUV,automatic,ca,41.0,99318.0,5650.0,6600.0
2005,Audi,A4,2.0T quattro,Sedan,automatic,md,26.0,90288.0,4825.0,3200.0
2013,Ford,Focus,Titanium,Hatchback,automatic,mo,44.0,18415.0,15150.0,14400.0
2013,Nissan,Maxima,3.5 S,Sedan,automatic,co,36.0,50358.0,13850.0,13600.0
2014,Dodge,Grand Caravan,SE,Minivan,,on,43.0,21442.0,20700.0,14000.0
2013,Cadillac,CTS,Luxury,Sedan,automatic,mo,35.0,21608.0,22500.0,16500.0
2014,Buick,Verano,Convenience Group,Sedan,automatic,wa,28.0,27760.0,14900.0,14500.0
2012,Ford,Fiesta,SE,Sedan,automatic,nj,48.0,31836.0,9000.0,8900.0
2012,Ford,Edge,SEL,SUV,automatic,ca,37.0,43557.0,18650.0,18000.0
2004,Volvo,XC90,T6,SUV,automatic,ca,34.0,98241.0,5125.0,6100.0
2013,Infiniti,G Coupe,G37 Sport,G Coupe,manual,tn,47.0,19451.0,27200.0,28600.0
2014,Ford,Fiesta,SE,hatchback,automatic,tx,39.0,27003.0,9850.0,9400.0
2012,Nissan,Altima,2.5 S,Sedan,automatic,fl,28.0,10703.0,13850.0,13800.0
1997,BMW,Z3,1.9,Convertible,manual,fl,21.0,102283.0,3700.0,3200.0
2011,Ford,F-150,XLT,supercrew,automatic,tx,49.0,71836.0,21500.0,21300.0
2013,Volkswagen,Beetle Convertible,Turbo PZEV,Beetle Convertible,automatic,il,44.0,7245.0,19950.0,20800.0
2011,Kia,Soul,Base,Wagon,manual,ca,41.0,41696.0,7600.0,8000.0
2011,Chrysler,200,LX,Sedan,automatic,la,41.0,76893.0,7025.0,8100.0
2014,Chevrolet,Sonic,LS,Hatchback,manual,va,36.0,29931.0,8300.0,8500.0
2011,Nissan,Murano,SV,suv,automatic,oh,26.0,34294.0,17800.0,14700.0
2012,Ram,2500,ST,crew cab,automatic,tx,25.0,66657.0,26300.0,25000.0
2011,Chevrolet,Impala,LS Fleet,Sedan,automatic,or,34.0,48081.0,8900.0,8700.0
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,tx,36.0,30181.0,19950.0,19750.0
2012,MINI,Cooper Countryman,S ALL4,Wagon,manual,nv,48.0,27899.0,20200.0,20750.0
2014,Ford,Explorer,Limited,SUV,automatic,fl,44.0,38136.0,27800.0,27400.0
2012,Ford,Explorer,XLT,SUV,,tx,38.0,44371.0,22800.0,24000.0
2013,Toyota,Camry,SE,Sedan,,co,36.0,50747.0,13800.0,13700.0
2014,Chrysler,Town and Country,Touring,Minivan,,va,5.0,15649.0,19850.0,19700.0
2013,Nissan,Murano,SL,SUV,automatic,tn,45.0,23822.0,23000.0,23000.0
2004,,,,,automatic,pa,19.0,104515.0,3700.0,2700.0
2014,Chevrolet,Cruze,LS,sedan,automatic,fl,43.0,10042.0,11850.0,12100.0
2011,Honda,Civic,LX,Coupe,automatic,nj,19.0,67900.0,8175.0,7400.0
2011,Mercedes-Benz,SL-Class,SL550,convertible,automatic,fl,45.0,17093.0,52100.0,52600.0
2010,Mazda,Mazda3,i Sport,sedan,manual,tn,37.0,72241.0,7200.0,7400.0
2014,Ford,F-150,XL,Regular Cab,automatic,tx,45.0,3732.0,18650.0,18700.0
2008,Cadillac,DTS,Base,Sedan,automatic,mi,37.0,106976.0,6775.0,5500.0
2013,Hyundai,Sonata,GLS,sedan,automatic,nc,43.0,40959.0,11400.0,11900.0
2010,Ford,F-150,XLT,SuperCrew,automatic,ut,25.0,50184.0,19750.0,18000.0
2014,Kia,Soul,Base,Wagon,manual,pa,47.0,5768.0,12900.0,12500.0
2011,Ford,Focus,SE,Sedan,automatic,nj,34.0,95755.0,5825.0,5700.0
2014,Toyota,Corolla,LE,sedan,automatic,co,44.0,24311.0,12950.0,12600.0
2000,toyota,sienna,le,,automatic,ca,19.0,277302.0,1175.0,1500.0
2005,Ford,Explorer,Limited,SUV,automatic,nj,22.0,125650.0,3700.0,4150.0
2006,Jeep,Commander,Base,suv,automatic,wi,24.0,115301.0,6150.0,6500.0
2011,Honda,Accord,LX,Sedan,automatic,ca,42.0,54276.0,10800.0,13100.0
2009,Nissan,Murano,SL,SUV,automatic,nv,3.0,153238.0,7400.0,6300.0
2011,Ford,Fusion,SE,sedan,automatic,tx,28.0,69393.0,8550.0,9000.0
2013,smart,fortwo,electric drive coupe,Hatchback,automatic,ca,46.0,22.0,7200.0,9000.0
1998,Nissan,Altima,GXE,sedan,automatic,oh,3.0,243553.0,500.0,250.0
2005,BMW,X3,3.0i,suv,automatic,wi,19.0,90295.0,7575.0,6200.0
2015,Volvo,V60,T5 Drive-E,Wagon,,pa,34.0,25566.0,23000.0,22600.0
2012,Infiniti,G Sedan,G25,G Sedan,automatic,fl,28.0,46670.0,16300.0,15600.0
2008,Chevrolet,Malibu,LS,Sedan,automatic,fl,19.0,117651.0,4725.0,4200.0
2007,BMW,3 Series,328i,Sedan,automatic,tx,23.0,136168.0,6125.0,6200.0
2005,,,,,,nc,19.0,110827.0,3225.0,3300.0
2009,smart,fortwo,BRABUS coupe,Hatchback,automatic,tn,44.0,33040.0,5375.0,6100.0
2012,Toyota,Camry,LE,sedan,automatic,fl,43.0,17918.0,13250.0,14000.0
2002,Chevrolet,Tahoe,LS,SUV,automatic,ca,,183711.0,2600.0,1600.0
2014,Chevrolet,Impala,LT,Sedan,automatic,ca,2.0,12167.0,20700.0,14000.0
2012,Ford,Escape,Limited,SUV,automatic,oh,41.0,62718.0,13300.0,13500.0
2012,Toyota,Corolla,LE,Sedan,automatic,md,19.0,56447.0,9575.0,8200.0
2013,Ford,Focus,SE,Hatchback,automatic,la,42.0,35315.0,11450.0,12400.0
2014,Ford,E-Series Van,E-250,e-series van,,fl,35.0,12175.0,19750.0,19500.0
2006,,,,,automatic,tx,19.0,159094.0,1925.0,1400.0
2014,Chrysler,300,Base,sedan,automatic,mo,39.0,23984.0,21200.0,21600.0
2011,BMW,5 Series,528i,Sedan,automatic,il,29.0,28357.0,25500.0,24900.0
2012,Ford,Fusion,SEL,Sedan,automatic,ga,38.0,28059.0,14650.0,14000.0
2012,Honda,Accord,LX-S,Coupe,automatic,pa,43.0,24855.0,13300.0,14600.0
2014,Ford,Focus,SE,Sedan,automatic,fl,33.0,63807.0,9150.0,8100.0
2014,Ford,Focus,SE,Sedan,automatic,fl,42.0,34316.0,11700.0,12300.0
2008,Mitsubishi,Lancer,ES,sedan,automatic,va,33.0,115310.0,3325.0,5000.0
1996,Dodge,Ram Pickup 1500,ST,Extended Cab,automatic,tx,1.0,197547.0,1125.0,400.0
2010,Ford,Transit Connect,Cargo Van XLT,Minivan,,pa,38.0,79865.0,9375.0,6800.0
2012,BMW,3 Series,328i xDrive,Coupe,automatic,fl,44.0,54552.0,20300.0,20800.0
2013,Toyota,Corolla,LE,sedan,automatic,fl,3.0,46578.0,10100.0,8200.0
2010,Acura,TL,Base,Sedan,automatic,nj,35.0,26099.0,18900.0,19400.0
2013,Subaru,Legacy,2.5i Sport PZEV,Sedan,,nj,21.0,35178.0,15550.0,15000.0
2010,Dodge,Avenger,Express,Sedan,automatic,ga,2.0,89244.0,6850.0,7300.0
2012,Audi,A5,2.0T Premium quattro,Coupe,automatic,fl,25.0,14458.0,26800.0,24000.0
2014,Dodge,Grand Caravan,R/T,Minivan,automatic,fl,41.0,39283.0,18100.0,18500.0
2012,Ford,Flex,SEL,Wagon,automatic,il,45.0,30384.0,20400.0,20900.0
2011,GMC,Sierra 1500,SLE,crew cab,automatic,co,43.0,85066.0,18150.0,18100.0
2013,Chevrolet,Silverado 1500,Work Truck,Extended Cab,automatic,tx,47.0,62404.0,12450.0,15100.0
2007,Toyota,RAV4,Sport,suv,automatic,il,28.0,68353.0,10800.0,11500.0
2011,Toyota,RAV4,Base,SUV,automatic,fl,19.0,90001.0,10900.0,9100.0
2013,Mazda,Mazda2,Touring,hatchback,automatic,oh,35.0,45812.0,8450.0,8300.0
2012,Mazda,Mazda3,i Sport,Sedan,automatic,fl,28.0,62971.0,8075.0,8900.0
2012,Ford,Escape,Limited,suv,automatic,tx,35.0,59742.0,14500.0,14600.0
2013,Chevrolet,Equinox,LS,SUV,automatic,ga,41.0,59208.0,13100.0,13200.0
2014,Ford,Fusion,SE,Sedan,automatic,mo,39.0,31581.0,15050.0,15100.0
2013,Nissan,Altima,2.5,Sedan,automatic,fl,39.0,14980.0,14550.0,19600.0
2013,Ford,Focus,SE,Sedan,automatic,il,46.0,33087.0,10800.0,11100.0
1998,Buick,Regal,GS,Sedan,,fl,19.0,129935.0,1000.0,600.0
2014,Ford,Escape,S,suv,automatic,tn,44.0,18099.0,15500.0,16500.0
2014,Ford,Escape,Titanium,SUV,automatic,mo,43.0,39673.0,21400.0,21600.0
2013,Ford,Escape,SEL,SUV,automatic,pa,37.0,20531.0,19500.0,18000.0
2001,BMW,3 Series,330i,Sedan,,pa,22.0,132228.0,2900.0,3200.0
2013,Chrysler,300,C,Sedan,,pa,37.0,38633.0,21500.0,19750.0
2013,Ford,Fusion,SE,Sedan,automatic,mi,44.0,20387.0,14550.0,13900.0
2013,Ford,F-150,XLT,supercrew,automatic,ga,43.0,63235.0,19650.0,23500.0
2006,Ford,F-250 Super Duty,XL,SuperCab,automatic,wi,21.0,104132.0,7825.0,7600.0
2012,Honda,Odyssey,EX-L,minivan,automatic,nv,44.0,26893.0,22800.0,26000.0
2010,Chevrolet,Suburban,2500 LT,SUV,automatic,tn,41.0,102264.0,21500.0,24000.0
2008,GMC,Acadia,SLT-2,SUV,automatic,pa,36.0,121018.0,11700.0,11500.0
2013,Hyundai,Sonata,Limited,Sedan,automatic,fl,45.0,19237.0,13550.0,15800.0
2014,Ford,Fusion Hybrid,SE,Sedan,automatic,fl,48.0,23046.0,20000.0,20000.0
2013,Chevrolet,Captiva Sport,LT Fleet,SUV,automatic,ca,43.0,41628.0,12950.0,12000.0
2006,Honda,Civic,EX,Coupe,automatic,nc,34.0,131109.0,4475.0,5700.0
2012,Chevrolet,Captiva Sport,2LS Fleet,SUV,automatic,tx,26.0,58283.0,9975.0,8900.0
2012,Kia,Sorento,LX,SUV,automatic,wi,44.0,56716.0,13400.0,13200.0
2003,Ford,Explorer,XLT,SUV,,nc,26.0,191215.0,2000.0,2100.0
2007,Pontiac,Grand Prix,Base,Sedan,,il,,117306.0,3850.0,2800.0
2014,Toyota,Camry,SE,sedan,,co,44.0,20471.0,16200.0,16500.0
2010,Mazda,Mazda6,i Grand Touring,Sedan,automatic,ca,19.0,57388.0,9300.0,6000.0
2014,Chevrolet,Cruze,1LT,Sedan,automatic,co,3.0,12003.0,12700.0,12800.0
2015,Kia,Sorento,LX,SUV,automatic,tx,39.0,8282.0,19100.0,20300.0
2014,Hyundai,Azera,Limited,Sedan,automatic,tx,5.0,1853.0,25300.0,24500.0
2010,Ford,F-250 Super Duty,XLT,crew cab,automatic,la,19.0,89954.0,22400.0,18500.0
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,fl,44.0,31868.0,20200.0,20800.0
2012,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,automatic,nj,34.0,19592.0,22600.0,22750.0
2007,Honda,Accord,LX,Sedan,automatic,oh,36.0,59454.0,7150.0,8100.0
2014,Toyota,Tacoma,PreRunner V6,Access Cab,automatic,fl,49.0,4643.0,23400.0,22600.0
2007,Honda,Accord,EX-L,Sedan,automatic,fl,37.0,104455.0,7775.0,8400.0
2014,Chevrolet,Tahoe,LTZ,SUV,automatic,pa,4.0,33678.0,41300.0,40900.0
2010,Mazda,Mazda5,Sport,minivan,manual,oh,27.0,65512.0,8050.0,6200.0
2012,BMW,3 Series,335is,Convertible,automatic,fl,44.0,21799.0,36800.0,36600.0
2013,Chrysler,Town and Country,Touring,Minivan,automatic,il,45.0,32982.0,17000.0,17800.0
2013,Nissan,Rogue,S,suv,,ca,29.0,22317.0,14150.0,13500.0
2010,Ford,Mustang,V6,Coupe,automatic,md,38.0,54389.0,11800.0,11600.0
2014,Hyundai,Elantra,SE,Sedan,automatic,ca,2.0,24849.0,13100.0,11600.0
2011,Ford,Focus,SES,Sedan,automatic,mi,19.0,63660.0,8200.0,5300.0
2014,Chrysler,Town and Country,Touring,Minivan,,va,4.0,14994.0,19900.0,20000.0
2014,Subaru,Outback,2.5i Premium PZEV,Wagon,automatic,nj,47.0,13516.0,23300.0,23600.0
2015,Jeep,Compass,Altitude Edition,suv,automatic,mn,4.0,11601.0,17950.0,18200.0
2014,Toyota,Tacoma,V6,Double Cab,automatic,tn,49.0,23001.0,28600.0,28500.0
2012,Chevrolet,Equinox,LT,suv,automatic,ca,43.0,79123.0,12350.0,13000.0
2009,Ford,F-150,XLT,supercrew,automatic,ne,22.0,64914.0,19300.0,17900.0
2013,Land Rover,Range Rover Sport,Luxury,SUV,automatic,fl,42.0,28340.0,49700.0,51800.0
2014,Jeep,Grand Cherokee,Limited,SUV,automatic,ca,4.0,31474.0,29200.0,28300.0
2005,Honda,Civic,EX,Sedan,automatic,ca,19.0,78727.0,5025.0,5500.0
2014,GMC,Savana Cargo,2500,Van,automatic,wa,38.0,12402.0,22100.0,22000.0
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,fl,36.0,26733.0,19300.0,23200.0
2013,Chevrolet,Equinox,LS,SUV,automatic,wa,39.0,63304.0,14000.0,15300.0
2014,Dodge,Avenger,SE,Sedan,automatic,nc,48.0,5319.0,13400.0,13700.0
2012,Mazda,Mazda2,Sport,Hatchback,automatic,mn,42.0,55160.0,6775.0,8100.0
2013,Ford,Focus,SE,sedan,automatic,va,26.0,39906.0,9800.0,8500.0
2012,Honda,Accord,EX,Sedan,automatic,pa,28.0,42644.0,13100.0,10700.0
2012,Volkswagen,Passat,TDI SE,Sedan,automatic,mn,41.0,37180.0,16650.0,17000.0
2006,Mazda,MPV,LX,Minivan,automatic,ca,19.0,152557.0,2375.0,1700.0
2013,Ford,F-150,Lariat,SuperCrew,automatic,fl,47.0,13846.0,32300.0,32400.0
2005,Cadillac,Escalade EXT,Base,Crew Cab,automatic,va,19.0,119396.0,10400.0,8900.0
2008,BMW,3 Series,328i,sedan,automatic,ga,36.0,127195.0,6350.0,6100.0
2014,Toyota,Tundra,SR,Double Cab,automatic,mi,44.0,13838.0,31200.0,31400.0
2004,Nissan,Murano,SL,SUV,automatic,fl,24.0,119106.0,4925.0,4100.0
2013,Chevrolet,Volt,Base,Hatchback,automatic,oh,39.0,77162.0,11200.0,10500.0
2013,Ford,Focus,SE,Sedan,automatic,mo,41.0,36143.0,10600.0,10700.0
2014,Jeep,Compass,Sport,SUV,automatic,sc,4.0,23170.0,16500.0,11500.0
2011,GMC,Acadia,Denali,SUV,automatic,mo,41.0,74230.0,22500.0,22400.0
1999,Buick,Park Avenue,Ultra,Sedan,automatic,la,22.0,135670.0,1400.0,3000.0
2013,Nissan,Altima,2.5,Sedan,automatic,nj,27.0,16921.0,14450.0,13000.0
2013,Nissan,Altima,2.5,sedan,automatic,sc,39.0,50077.0,11350.0,11600.0
2012,Volkswagen,Beetle,2.0T White Turbo Launch Edition,Hatchback,automatic,tx,36.0,24260.0,13850.0,12600.0
2010,Mazda,Mazdaspeed3,Sport,Hatchback,manual,ca,35.0,59637.0,13450.0,14500.0
2013,Mazda,Mazda3,i Sport,Sedan,automatic,mn,36.0,24139.0,11100.0,10600.0
2012,Ford,Fusion,SEL,sedan,automatic,fl,48.0,14478.0,14200.0,13200.0
2014,Chevrolet,Cruze,2LT,Sedan,automatic,il,4.0,17603.0,13400.0,13400.0
2012,MINI,Cooper Countryman,S ALL4,Wagon,automatic,ca,4.0,29050.0,19100.0,20250.0
2005,Audi,A4,2.0T quattro,Sedan,manual,oh,42.0,162371.0,2975.0,3800.0
2004,Jeep,Wrangler,X,SUV,manual,ca,39.0,91930.0,10400.0,12100.0
2012,Nissan,Altima,2.5 S,Sedan,automatic,fl,44.0,27786.0,12750.0,15400.0
2006,Dodge,Durango,SLT,SUV,,in,2.0,120746.0,5250.0,5350.0
2014,Chevrolet,Suburban,LTZ 1500,SUV,automatic,co,35.0,41245.0,40000.0,40300.0
2014,Nissan,Xterra,S,SUV,,pa,49.0,389.0,21500.0,20400.0
2014,Chevrolet,Cruze,1LT,Sedan,automatic,mo,38.0,42176.0,11100.0,11001.0
2011,Ford,Explorer,XLT,SUV,automatic,ga,39.0,64651.0,19800.0,21300.0
2014,Infiniti,QX80,Base,suv,,pa,49.0,10475.0,58300.0,57750.0
2013,Chevrolet,Equinox,LS,SUV,automatic,nc,43.0,67220.0,12050.0,13000.0
2013,Nissan,Altima,2.5,Sedan,automatic,nv,37.0,41125.0,12900.0,13200.0
2012,MINI,Cooper Countryman,S,Wagon,automatic,fl,35.0,30031.0,19150.0,20400.0
2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,il,35.0,56623.0,11950.0,11900.0
2013,Chevrolet,Sonic,LT,sedan,automatic,az,38.0,51538.0,7975.0,8600.0
1995,Ford,Mustang,Base,Coupe,manual,tx,1.0,53615.0,775.0,500.0
2011,Toyota,Corolla,LE,sedan,automatic,fl,28.0,80357.0,7675.0,7400.0
2012,Chevrolet,Impala,LTZ,Sedan,automatic,in,39.0,64594.0,9475.0,10200.0
2011,Ford,Escape,XLT,suv,automatic,co,35.0,72296.0,10350.0,10900.0
2012,Ford,Mustang,GT Premium,Coupe,manual,nc,44.0,35186.0,21000.0,22700.0
2012,Nissan,Rogue,SV,suv,automatic,nj,36.0,52514.0,13000.0,12800.0
2013,Ford,Focus,SE,Sedan,automatic,tx,35.0,17169.0,11650.0,11000.0
2014,Chevrolet,Silverado 1500,LTZ,Crew Cab,automatic,mo,44.0,25155.0,35400.0,36300.0
2014,Dodge,Grand Caravan,SXT,minivan,automatic,az,36.0,36415.0,16250.0,16200.0
2011,Ram,1500,Laramie,quad cab,automatic,fl,29.0,31801.0,17950.0,23400.0
2002,Nissan,Maxima,GLE,sedan,automatic,ma,19.0,196908.0,1650.0,1100.0
2014,Ford,E-Series Van,E-250,e-series van,automatic,ga,34.0,12016.0,19650.0,19200.0
2013,Mercedes-Benz,SLK-Class,SLK250,convertible,automatic,fl,38.0,30636.0,29700.0,28300.0
2013,Nissan,Altima,2.5,Sedan,,pa,35.0,23443.0,13700.0,12900.0
2012,Toyota,Yaris,LE,hatchback,automatic,tn,47.0,11667.0,9575.0,10900.0
2013,Mitsubishi,Lancer,ES,Sedan,automatic,az,24.0,40145.0,9800.0,9800.0
2006,Nissan,Maxima,3.5 SE,Sedan,,ab,2.0,202913.0,1500.0,3400.0
2009,Cadillac,CTS,Base,Sedan,automatic,fl,38.0,37160.0,14350.0,15300.0
2014,Kia,Optima,LX,sedan,automatic,tx,46.0,15169.0,14800.0,14600.0
2013,Nissan,Altima,2.5,Sedan,,ca,46.0,19604.0,14350.0,14000.0
2014,Hyundai,Sonata,GLS,Sedan,automatic,fl,43.0,10633.0,14900.0,15300.0
2014,Kia,Sorento,LX,SUV,automatic,nc,37.0,40593.0,17150.0,16700.0
